<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.04	05:50:00	1.24012	1.24028	1.24008	1.24022	266	0	7
2023.04.04	05:55:00	1.24020	1.24034	1.24019	1.24031	181	0	7
2023.04.04	06:00:00	1.24031	1.24034	1.24006	1.24009	314	0	7
2023.04.04	06:05:00	1.24009	1.24020	1.24000	1.24016	154	0	7
2023.04.04	06:10:00	1.24012	1.24022	1.24010	1.24018	221	0	6
2023.04.04	06:15:00	1.24019	1.24035	1.24006	1.24032	348	0	7
2023.04.04	06:20:00	1.24032	1.24041	1.24023	1.24037	453	0	7
2023.04.04	06:25:00	1.24037	1.24041	1.24009	1.24010	341	0	7
2023.04.04	06:30:00	1.24009	1.24027	1.24008	1.24025	315	0	7
2023.04.04	06:35:00	1.24026	1.24052	1.24023	1.24050	346	0	7
2023.04.04	06:40:00	1.24051	1.24056	1.24034	1.24034	367	0	7
2023.04.04	06:45:00	1.24034	1.24060	1.24030	1.24049	249	0	7
2023.04.04	06:50:00	1.24049	1.24049	1.24021	1.24040	357	0	7
2023.04.04	06:55:00	1.24041	1.24049	1.24029	1.24042	345	0	7
2023.04.04	07:00:00	1.24044	1.24053	1.24035	1.24041	376	0	4
2023.04.04	07:05:00	1.24041	1.24065	1.24040	1.24064	253	0	4
2023.04.04	07:10:00	1.24065	1.24092	1.24058	1.24062	338	0	4
2023.04.04	07:15:00	1.24063	1.24072	1.24059	1.24071	283	0	2
2023.04.04	07:20:00	1.24071	1.24089	1.24068	1.24088	268	0	4
2023.04.04	07:25:00	1.24089	1.24103	1.24068	1.24070	198	0	4
2023.04.04	07:30:00	1.24070	1.24109	1.24029	1.24042	760	0	4
2023.04.04	07:35:00	1.24043	1.24050	1.24018	1.24048	373	0	4
2023.04.04	07:40:00	1.24044	1.24120	1.24034	1.24120	509	0	4
2023.04.04	07:45:00	1.24119	1.24146	1.24110	1.24134	339	0	4
2023.04.04	07:50:00	1.24133	1.24144	1.24115	1.24128	260	0	4
2023.04.04	07:55:00	1.24128	1.24130	1.24103	1.24103	150	0	4
2023.04.04	08:00:00	1.24102	1.24114	1.24071	1.24080	406	0	4
2023.04.04	08:05:00	1.24080	1.24080	1.24059	1.24060	240	0	4
2023.04.04	08:10:00	1.24060	1.24064	1.24049	1.24061	246	0	4
2023.04.04	08:15:00	1.24061	1.24073	1.24053	1.24060	246	0	4
2023.04.04	08:20:00	1.24059	1.24077	1.24051	1.24053	251	0	4
2023.04.04	08:25:00	1.24053	1.24076	1.24052	1.24062	255	0	4
2023.04.04	08:30:00	1.24063	1.24073	1.24029	1.24030	403	0	4
2023.04.04	08:35:00	1.24031	1.24041	1.24023	1.24029	266	0	4
2023.04.04	08:40:00	1.24028	1.24031	1.23952	1.23957	400	0	4
2023.04.04	08:45:00	1.23957	1.23983	1.23950	1.23962	321	0	4
2023.04.04	08:50:00	1.23961	1.23988	1.23960	1.23979	295	0	4
2023.04.04	08:55:00	1.23981	1.24014	1.23979	1.24013	281	0	4
2023.04.04	09:00:00	1.24012	1.24040	1.23999	1.24018	550	0	4
2023.04.04	09:05:00	1.24018	1.24066	1.24009	1.24061	665	0	4
2023.04.04	09:10:00	1.24061	1.24082	1.24009	1.24030	504	0	3
2023.04.04	09:15:00	1.24031	1.24071	1.24022	1.24071	359	0	3
2023.04.04	09:20:00	1.24069	1.24120	1.24069	1.24118	595	0	4
2023.04.04	09:25:00	1.24119	1.24122	1.24095	1.24119	457	0	4
2023.04.04	09:30:00	1.24120	1.24121	1.24076	1.24096	554	0	4
2023.04.04	09:35:00	1.24096	1.24211	1.24095	1.24199	632	0	4
2023.04.04	09:40:00	1.24200	1.24279	1.24181	1.24244	671	0	4
2023.04.04	09:45:00	1.24244	1.24253	1.24209	1.24226	553	0	3
2023.04.04	09:50:00	1.24225	1.24236	1.24180	1.24228	397	0	4
2023.04.04	09:55:00	1.24226	1.24254	1.24215	1.24244	506	0	3
2023.04.04	10:00:00	1.24244	1.24302	1.24227	1.24251	740	0	4
2023.04.04	10:05:00	1.24251	1.24294	1.24245	1.24253	684	0	4
2023.04.04	10:10:00	1.24252	1.24306	1.24244	1.24298	712	0	4
2023.04.04	10:15:00	1.24298	1.24380	1.24298	1.24360	657	0	4
2023.04.04	10:20:00	1.24360	1.24362	1.24291	1.24331	426	0	4
2023.04.04	10:25:00	1.24328	1.24463	1.24293	1.24423	570	0	4
2023.04.04	10:30:00	1.24421	1.24448	1.24331	1.24366	663	0	4
2023.04.04	10:35:00	1.24366	1.24403	1.24336	1.24376	697	0	4
2023.04.04	10:40:00	1.24377	1.24651	1.24371	1.24644	843	0	1
2023.04.04	10:45:00	1.24645	1.24713	1.24593	1.24649	923	0	4
2023.04.04	10:50:00	1.24649	1.24746	1.24633	1.24715	1090	0	4
2023.04.04	10:55:00	1.24714	1.24723	1.24669	1.24695	872	0	4
2023.04.04	11:00:00	1.24697	1.24715	1.24629	1.24639	882	0	4
2023.04.04	11:05:00	1.24640	1.24692	1.24619	1.24672	633	0	4
2023.04.04	11:10:00	1.24673	1.24735	1.24650	1.24731	640	0	4
2023.04.04	11:15:00	1.24731	1.24812	1.24722	1.24763	681	0	4
2023.04.04	11:20:00	1.24764	1.24771	1.24695	1.24701	503	0	4
2023.04.04	11:25:00	1.24703	1.24703	1.24642	1.24651	470	0	4
2023.04.04	11:30:00	1.24650	1.24720	1.24650	1.24682	530	0	4
2023.04.04	11:35:00	1.24683	1.24692	1.24661	1.24691	539	0	4
2023.04.04	11:40:00	1.24692	1.24693	1.24619	1.24653	559	0	4
2023.04.04	11:45:00	1.24653	1.24756	1.24639	1.24725	551	0	4
2023.04.04	11:50:00	1.24724	1.24735	1.24691	1.24692	532	0	4
2023.04.04	11:55:00	1.24693	1.24752	1.24662	1.24751	679	0	4
2023.04.04	12:00:00	1.24751	1.24784	1.24720	1.24770	711	0	4
2023.04.04	12:05:00	1.24769	1.24926	1.24764	1.24926	753	0	4
2023.04.04	12:10:00	1.24927	1.25013	1.24925	1.24983	764	0	4
2023.04.04	12:15:00	1.24981	1.25075	1.24879	1.25061	912	0	1
2023.04.04	12:20:00	1.25060	1.25105	1.25040	1.25050	809	0	4
2023.04.04	12:25:00	1.25050	1.25062	1.25001	1.25001	401	0	4
2023.04.04	12:30:00	1.25001	1.25034	1.24975	1.25003	669	0	4
2023.04.04	12:35:00	1.25003	1.25046	1.24982	1.25030	599	0	4
2023.04.04	12:40:00	1.25031	1.25125	1.25030	1.25078	862	0	4
2023.04.04	12:45:00	1.25078	1.25190	1.25071	1.25101	788	0	4
2023.04.04	12:50:00	1.25101	1.25213	1.25100	1.25165	841	0	4
2023.04.04	12:55:00	1.25164	1.25179	1.25114	1.25118	608	0	4
2023.04.04	13:00:00	1.25117	1.25130	1.25052	1.25071	816	0	4
2023.04.04	13:05:00	1.25072	1.25083	1.25008	1.25008	530	0	4
2023.04.04	13:10:00	1.25009	1.25033	1.24951	1.25015	421	0	4
2023.04.04	13:15:00	1.25016	1.25075	1.25014	1.25064	403	0	4
2023.04.04	13:20:00	1.25065	1.25088	1.25032	1.25058	602	0	4
2023.04.04	13:25:00	1.25059	1.25105	1.25057	1.25101	452	0	4
2023.04.04	13:30:00	1.25101	1.25130	1.25074	1.25095	444	0	4
2023.04.04	13:35:00	1.25096	1.25103	1.25061	1.25071	374	0	4
2023.04.04	13:40:00	1.25071	1.25080	1.25040	1.25069	355	0	4
2023.04.04	13:45:00	1.25068	1.25069	1.24958	1.24967	368	0	4
2023.04.04	13:50:00	1.24968	1.25039	1.24967	1.25008	335	0	4
2023.04.04	13:55:00	1.25008	1.25061	1.24989	1.25040	374	0	4
2023.04.04	14:00:00	1.25040	1.25057	1.24988	1.25012	420	0	4
2023.04.04	14:05:00	1.25011	1.25011	1.24949	1.24957	229	0	4
2023.04.04	14:10:00	1.24957	1.24973	1.24878	1.24907	343	0	4
2023.04.04	14:15:00	1.24905	1.24950	1.24868	1.24871	510	0	4
2023.04.04	14:20:00	1.24872	1.24889	1.24845	1.24881	442	0	4
2023.04.04	14:25:00	1.24881	1.24917	1.24870	1.24917	370	0	4
2023.04.04	14:30:00	1.24916	1.24920	1.24877	1.24906	279	0	4
2023.04.04	14:35:00	1.24906	1.24971	1.24902	1.24946	356	0	4
2023.04.04	14:40:00	1.24946	1.24948	1.24901	1.24917	262	0	4
2023.04.04	14:45:00	1.24917	1.24926	1.24857	1.24858	315	0	4
2023.04.04	14:50:00	1.24857	1.24916	1.24857	1.24903	327	0	4
2023.04.04	14:55:00	1.24902	1.24918	1.24800	1.24808	377	0	3
2023.04.04	15:00:00	1.24809	1.24837	1.24799	1.24829	452	0	4
2023.04.04	15:05:00	1.24828	1.24874	1.24815	1.24825	315	0	4
2023.04.04	15:10:00	1.24826	1.24845	1.24771	1.24823	372	0	4
2023.04.04	15:15:00	1.24823	1.24832	1.24770	1.24788	281	0	4
2023.04.04	15:20:00	1.24790	1.24876	1.24789	1.24873	387	0	4
2023.04.04	15:25:00	1.24874	1.24880	1.24800	1.24810	297	0	4
2023.04.04	15:30:00	1.24810	1.24832	1.24751	1.24770	358	0	4
2023.04.04	15:35:00	1.24774	1.24783	1.24706	1.24750	441	0	4
2023.04.04	15:40:00	1.24750	1.24817	1.24709	1.24807	476	0	4
2023.04.04	15:45:00	1.24807	1.24821	1.24658	1.24709	497	0	4
2023.04.04	15:50:00	1.24709	1.24729	1.24670	1.24711	558	0	4
2023.04.04	15:55:00	1.24711	1.24718	1.24681	1.24710	482	0	4
2023.04.04	16:00:00	1.24711	1.24759	1.24707	1.24730	522	0	4
2023.04.04	16:05:00	1.24729	1.24761	1.24706	1.24744	600	0	4
2023.04.04	16:10:00	1.24744	1.24775	1.24720	1.24743	591	0	4
2023.04.04	16:15:00	1.24743	1.24776	1.24742	1.24775	449	0	4
2023.04.04	16:20:00	1.24776	1.24798	1.24745	1.24790	351	0	4
2023.04.04	16:25:00	1.24790	1.24819	1.24776	1.24782	408	0	3
2023.04.04	16:30:00	1.24780	1.24822	1.24761	1.24794	724	0	4
2023.04.04	16:35:00	1.24795	1.24852	1.24777	1.24827	544	0	4
2023.04.04	16:40:00	1.24828	1.24847	1.24800	1.24838	608	0	4
2023.04.04	16:45:00	1.24838	1.24910	1.24837	1.24901	422	0	4
2023.04.04	16:50:00	1.24901	1.24924	1.24854	1.24865	510	0	4
2023.04.04	16:55:00	1.24866	1.24873	1.24781	1.24803	464	0	4
2023.04.04	17:00:00	1.24805	1.25101	1.24804	1.24974	1912	0	1
2023.04.04	17:05:00	1.24975	1.25109	1.24972	1.25097	1222	0	4
2023.04.04	17:10:00	1.25092	1.25107	1.24982	1.25092	1198	0	4
2023.04.04	17:15:00	1.25092	1.25173	1.25036	1.25066	1184	0	4
2023.04.04	17:20:00	1.25066	1.25109	1.24956	1.24988	1155	0	4
2023.04.04	17:25:00	1.24988	1.25078	1.24966	1.25077	1197	0	4
2023.04.04	17:30:00	1.25078	1.25167	1.25064	1.25155	1042	0	4
2023.04.04	17:35:00	1.25156	1.25176	1.25056	1.25056	751	0	4
2023.04.04	17:40:00	1.25058	1.25070	1.25017	1.25060	834	0	4
2023.04.04	17:45:00	1.25059	1.25107	1.25048	1.25101	761	0	4
2023.04.04	17:50:00	1.25102	1.25174	1.25094	1.25164	896	0	0
2023.04.04	17:55:00	1.25164	1.25253	1.25147	1.25148	844	0	4
2023.04.04	18:00:00	1.25148	1.25153	1.25074	1.25078	1013	0	4
2023.04.04	18:05:00	1.25078	1.25095	1.25022	1.25025	812	0	3
2023.04.04	18:10:00	1.25022	1.25094	1.25019	1.25092	714	0	4
2023.04.04	18:15:00	1.25093	1.25097	1.24995	1.25011	702	0	4
2023.04.04	18:20:00	1.25010	1.25042	1.24971	1.25005	623	0	4
2023.04.04	18:25:00	1.25004	1.25010	1.24928	1.24928	446	0	4
2023.04.04	18:30:00	1.24928	1.24959	1.24868	1.24938	698	0	4
2023.04.04	18:35:00	1.24938	1.24958	1.24920	1.24920	790	0	4
2023.04.04	18:40:00	1.24919	1.24968	1.24912	1.24967	675	0	4
2023.04.04	18:45:00	1.24967	1.25044	1.24960	1.25044	557	0	4
2023.04.04	18:50:00	1.25044	1.25055	1.24923	1.24930	540	0	4
2023.04.04	18:55:00	1.24929	1.25002	1.24929	1.24980	661	0	4
2023.04.04	19:00:00	1.24980	1.25019	1.24964	1.24972	514	0	4
2023.04.04	19:05:00	1.24972	1.24973	1.24870	1.24890	735	0	4
2023.04.04	19:10:00	1.24890	1.24975	1.24890	1.24962	561	0	4
2023.04.04	19:15:00	1.24962	1.24968	1.24886	1.24915	475	0	4
2023.04.04	19:20:00	1.24916	1.24962	1.24893	1.24945	466	0	4
2023.04.04	19:25:00	1.24946	1.24952	1.24918	1.24926	417	0	4
2023.04.04	19:30:00	1.24926	1.24940	1.24897	1.24901	359	0	4
2023.04.04	19:35:00	1.24900	1.24950	1.24884	1.24950	292	0	4
2023.04.04	19:40:00	1.24949	1.24983	1.24938	1.24949	311	0	4
2023.04.04	19:45:00	1.24949	1.24962	1.24929	1.24934	209	0	4
2023.04.04	19:50:00	1.24934	1.24958	1.24911	1.24919	166	0	4
2023.04.04	19:55:00	1.24918	1.24950	1.24910	1.24942	232	0	4
2023.04.04	20:00:00	1.24942	1.24942	1.24903	1.24941	326	0	5
2023.04.04	20:05:00	1.24941	1.24951	1.24921	1.24950	310	0	5
2023.04.04	20:10:00	1.24950	1.24950	1.24920	1.24942	327	0	5
2023.04.04	20:15:00	1.24942	1.24989	1.24941	1.24983	345	0	5
2023.04.04	20:20:00	1.24984	1.24986	1.24959	1.24964	244	0	5
2023.04.04	20:25:00	1.24964	1.24965	1.24941	1.24947	289	0	5
2023.04.04	20:30:00	1.24947	1.24958	1.24939	1.24940	191	0	5
2023.04.04	20:35:00	1.24941	1.24962	1.24919	1.24929	147	0	5
2023.04.04	20:40:00	1.24929	1.24939	1.24910	1.24914	185	0	5
2023.04.04	20:45:00	1.24915	1.24929	1.24903	1.24928	188	0	5
2023.04.04	20:50:00	1.24929	1.24929	1.24896	1.24899	187	0	2
2023.04.04	20:55:00	1.24898	1.24929	1.24889	1.24920	249	0	5
2023.04.04	21:00:00	1.24918	1.24948	1.24909	1.24940	223	0	5
2023.04.04	21:05:00	1.24941	1.24953	1.24928	1.24940	171	0	5
2023.04.04	21:10:00	1.24940	1.24963	1.24939	1.24961	157	0	4
2023.04.04	21:15:00	1.24961	1.24967	1.24955	1.24964	105	0	4
2023.04.04	21:20:00	1.24963	1.24985	1.24962	1.24964	114	0	4
2023.04.04	21:25:00	1.24967	1.24982	1.24951	1.24952	139	0	4
2023.04.04	21:30:00	1.24952	1.24973	1.24936	1.24973	141	0	4
2023.04.04	21:35:00	1.24975	1.24989	1.24970	1.24979	111	0	5
2023.04.04	21:40:00	1.24979	1.24985	1.24970	1.24974	137	0	2
2023.04.04	21:45:00	1.24973	1.24975	1.24960	1.24964	53	0	0
2023.04.04	21:50:00	1.24964	1.24980	1.24950	1.24979	188	0	5
2023.04.04	21:55:00	1.24979	1.24990	1.24950	1.24984	400	0	5
2023.04.04	22:00:00	1.24984	1.24989	1.24954	1.24978	403	0	5
2023.04.04	22:05:00	1.24979	1.24984	1.24968	1.24976	183	0	5
2023.04.04	22:10:00	1.24977	1.24987	1.24977	1.24984	223	0	5
2023.04.04	22:15:00	1.24985	1.24990	1.24941	1.24949	412	0	5
2023.04.04	22:20:00	1.24949	1.24969	1.24938	1.24945	322	0	5
2023.04.04	22:25:00	1.24946	1.24954	1.24928	1.24940	242	0	4
2023.04.04	22:30:00	1.24941	1.24974	1.24941	1.24968	240	0	5
2023.04.04	22:35:00	1.24970	1.24981	1.24954	1.24968	269	0	5
2023.04.04	22:40:00	1.24968	1.24980	1.24956	1.24957	228	0	5
2023.04.04	22:45:00	1.24958	1.24967	1.24955	1.24967	154	0	5
2023.04.04	22:50:00	1.24968	1.24984	1.24968	1.24977	220	0	5
2023.04.04	22:55:00	1.24977	1.24990	1.24975	1.24986	169	0	5
2023.04.04	23:00:00	1.24985	1.24999	1.24972	1.24980	154	0	5
2023.04.04	23:05:00	1.24979	1.25006	1.24978	1.25003	49	0	8
2023.04.04	23:10:00	1.25003	1.25005	1.24997	1.25004	35	0	5
2023.04.04	23:15:00	1.25004	1.25006	1.25003	1.25005	24	0	7
2023.04.04	23:20:00	1.25005	1.25005	1.24986	1.24996	30	0	8
2023.04.04	23:25:00	1.24995	1.24998	1.24995	1.24998	12	0	8
2023.04.04	23:30:00	1.24998	1.25020	1.24996	1.25017	48	0	8
2023.04.04	23:35:00	1.25018	1.25020	1.25008	1.25012	53	0	6
2023.04.04	23:40:00	1.25012	1.25017	1.25006	1.25012	23	0	7
2023.04.04	23:45:00	1.25012	1.25015	1.25009	1.25010	36	0	8
2023.04.04	23:50:00	1.25009	1.25010	1.25002	1.25010	48	0	8
2023.04.05	00:00:00	1.24981	1.24988	1.24981	1.24986	11	0	36
2023.04.05	00:05:00	1.24986	1.24986	1.24986	1.24986	2	0	55
2023.04.05	00:10:00	1.24986	1.25011	1.24986	1.25009	16	0	45
2023.04.05	00:15:00	1.25010	1.25023	1.25010	1.25021	26	0	8
2023.04.05	00:20:00	1.25016	1.25024	1.25016	1.25023	17	0	8
2023.04.05	00:25:00	1.25020	1.25026	1.25007	1.25019	13	0	8
2023.04.05	00:30:00	1.25009	1.25026	1.25009	1.25021	11	0	16
2023.04.05	00:35:00	1.25018	1.25022	1.25017	1.25020	10	0	8
2023.04.05	00:40:00	1.25005	1.25027	1.25005	1.25020	12	0	8
2023.04.05	00:45:00	1.25013	1.25023	1.24992	1.24992	24	0	8
2023.04.05	00:50:00	1.24992	1.24992	1.24985	1.24986	7	0	50
2023.04.05	00:55:00	1.24986	1.24994	1.24981	1.24990	9	0	52
2023.04.05	01:00:00	1.24990	1.25012	1.24977	1.25007	114	0	8
2023.04.05	01:05:00	1.25007	1.25007	1.24985	1.24985	41	0	8
2023.04.05	01:10:00	1.24994	1.25005	1.24992	1.24998	99	0	8
2023.04.05	01:15:00	1.24997	1.25015	1.24989	1.25009	172	0	8
2023.04.05	01:20:00	1.25009	1.25014	1.24994	1.25007	166	0	8
2023.04.05	01:25:00	1.25006	1.25011	1.25004	1.25006	61	0	8
2023.04.05	01:30:00	1.25010	1.25033	1.25005	1.25020	87	0	8
2023.04.05	01:35:00	1.25020	1.25080	1.25020	1.25070	120	0	8
2023.04.05	01:40:00	1.25070	1.25075	1.25016	1.25019	126	0	8
2023.04.05	01:45:00	1.25019	1.25062	1.25019	1.25050	127	0	8
2023.04.05	01:50:00	1.25050	1.25053	1.25036	1.25040	129	0	8
2023.04.05	01:55:00	1.25039	1.25040	1.25010	1.25010	105	0	8
2023.04.05	02:00:00	1.25012	1.25030	1.25010	1.25027	98	0	7
2023.04.05	02:05:00	1.25027	1.25048	1.25027	1.25039	68	0	7
2023.04.05	02:10:00	1.25039	1.25039	1.25028	1.25037	119	0	7
2023.04.05	02:15:00	1.25038	1.25049	1.25037	1.25041	56	0	7
2023.04.05	02:20:00	1.25041	1.25049	1.25036	1.25041	117	0	7
2023.04.05	02:25:00	1.25041	1.25053	1.25040	1.25050	89	0	7
2023.04.05	02:30:00	1.25050	1.25067	1.25038	1.25063	115	0	7
2023.04.05	02:35:00	1.25063	1.25063	1.25033	1.25051	79	0	7
2023.04.05	02:40:00	1.25051	1.25051	1.25010	1.25014	77	0	7
2023.04.05	02:45:00	1.25012	1.25035	1.25012	1.25026	58	0	7
2023.04.05	02:50:00	1.25026	1.25027	1.24982	1.24983	82	0	7
2023.04.05	02:55:00	1.24983	1.24991	1.24954	1.24987	242	0	7
2023.04.05	03:00:00	1.24984	1.25069	1.24973	1.25046	609	0	7
2023.04.05	03:05:00	1.25046	1.25104	1.25026	1.25077	447	0	7
2023.04.05	03:10:00	1.25075	1.25076	1.25050	1.25057	291	0	7
2023.04.05	03:15:00	1.25056	1.25063	1.25017	1.25050	361	0	7
2023.04.05	03:20:00	1.25049	1.25078	1.25048	1.25076	498	0	7
2023.04.05	03:25:00	1.25076	1.25092	1.25058	1.25086	230	0	7
2023.04.05	03:30:00	1.25084	1.25101	1.25075	1.25087	226	0	7
2023.04.05	03:35:00	1.25087	1.25088	1.25017	1.25040	292	0	7
2023.04.05	03:40:00	1.25040	1.25041	1.25023	1.25027	154	0	7
2023.04.05	03:45:00	1.25027	1.25030	1.24973	1.24976	208	0	7
2023.04.05	03:50:00	1.24976	1.24976	1.24858	1.24903	472	0	6
2023.04.05	03:55:00	1.24901	1.24901	1.24831	1.24854	382	0	7
2023.04.05	04:00:00	1.24854	1.24946	1.24851	1.24940	408	0	7
2023.04.05	04:05:00	1.24943	1.24960	1.24916	1.24924	405	0	7
2023.04.05	04:10:00	1.24924	1.24938	1.24922	1.24933	153	0	7
2023.04.05	04:15:00	1.24934	1.24961	1.24933	1.24938	243	0	7
2023.04.05	04:20:00	1.24936	1.24937	1.24920	1.24934	77	0	7
2023.04.05	04:25:00	1.24934	1.24958	1.24917	1.24921	115	0	7
2023.04.05	04:30:00	1.24921	1.24923	1.24882	1.24885	111	0	7
2023.04.05	04:35:00	1.24886	1.24911	1.24870	1.24910	364	0	7
2023.04.05	04:40:00	1.24910	1.24935	1.24908	1.24924	151	0	7
2023.04.05	04:45:00	1.24923	1.24931	1.24913	1.24927	84	0	7
2023.04.05	04:50:00	1.24927	1.24946	1.24913	1.24914	85	0	7
2023.04.05	04:55:00	1.24913	1.24917	1.24876	1.24878	212	0	6
2023.04.05	05:00:00	1.24878	1.25055	1.24878	1.24960	1238	0	7
2023.04.05	05:05:00	1.24959	1.24969	1.24938	1.24959	575	0	7
2023.04.05	05:10:00	1.24958	1.24977	1.24947	1.24964	574	0	7
2023.04.05	05:15:00	1.24960	1.24981	1.24940	1.24981	362	0	7
2023.04.05	05:20:00	1.24981	1.24993	1.24968	1.24978	224	0	7
2023.04.05	05:25:00	1.24979	1.24979	1.24924	1.24956	364	0	7
2023.04.05	05:30:00	1.24957	1.24999	1.24956	1.24978	674	0	7
2023.04.05	05:35:00	1.24978	1.24988	1.24967	1.24977	445	0	7
2023.04.05	05:40:00	1.24978	1.24998	1.24976	1.24997	325	0	7
2023.04.05	05:45:00	1.24998	1.25013	1.24984	1.24987	385	0	7
2023.04.05	05:50:00	1.24987	1.24998	1.24968	1.24971	348	0	7
2023.04.05	05:55:00	1.24972	1.25015	1.24967	1.24978	374	0	7
2023.04.05	06:00:00	1.24979	1.24994	1.24961	1.24977	583	0	7
2023.04.05	06:05:00	1.24978	1.24978	1.24948	1.24969	457	0	7
2023.04.05	06:10:00	1.24968	1.24980	1.24958	1.24977	462	0	7
2023.04.05	06:15:00	1.24979	1.24979	1.24961	1.24969	333	0	7
2023.04.05	06:20:00	1.24969	1.24976	1.24947	1.24963	359	0	7
2023.04.05	06:25:00	1.24962	1.24991	1.24954	1.24977	375	0	7
2023.04.05	06:30:00	1.24978	1.24978	1.24944	1.24950	507	0	7
2023.04.05	06:35:00	1.24949	1.24959	1.24934	1.24947	399	0	7
2023.04.05	06:40:00	1.24946	1.24948	1.24919	1.24937	365	0	7
2023.04.05	06:45:00	1.24937	1.24937	1.24895	1.24898	304	0	7
2023.04.05	06:50:00	1.24897	1.24907	1.24866	1.24906	301	0	7
2023.04.05	06:55:00	1.24907	1.24918	1.24889	1.24903	328	0	7
2023.04.05	07:00:00	1.24906	1.24906	1.24870	1.24876	332	0	4
2023.04.05	07:05:00	1.24875	1.24891	1.24863	1.24870	293	0	4
2023.04.05	07:10:00	1.24869	1.24872	1.24847	1.24848	311	0	4
2023.04.05	07:15:00	1.24849	1.24858	1.24838	1.24847	324	0	4
2023.04.05	07:20:00	1.24847	1.24872	1.24840	1.24871	251	0	4
2023.04.05	07:25:00	1.24875	1.24879	1.24848	1.24859	242	0	4
2023.04.05	07:30:00	1.24859	1.24878	1.24848	1.24869	252	0	4
2023.04.05	07:35:00	1.24869	1.24869	1.24842	1.24849	232	0	4
2023.04.05	07:40:00	1.24848	1.24853	1.24842	1.24850	226	0	4
2023.04.05	07:45:00	1.24850	1.24887	1.24848	1.24858	297	0	4
2023.04.05	07:50:00	1.24857	1.24878	1.24857	1.24862	376	0	4
2023.04.05	07:55:00	1.24862	1.24872	1.24842	1.24849	267	0	4
2023.04.05	08:00:00	1.24849	1.24860	1.24830	1.24840	308	0	4
2023.04.05	08:05:00	1.24841	1.24862	1.24833	1.24841	304	0	4
2023.04.05	08:10:00	1.24840	1.24843	1.24818	1.24829	290	0	4
2023.04.05	08:15:00	1.24829	1.24844	1.24828	1.24843	313	0	4
2023.04.05	08:20:00	1.24842	1.24854	1.24837	1.24851	191	0	4
2023.04.05	08:25:00	1.24850	1.24864	1.24808	1.24810	238	0	4
2023.04.05	08:30:00	1.24810	1.24830	1.24786	1.24827	487	0	4
2023.04.05	08:35:00	1.24827	1.24831	1.24803	1.24824	349	0	4
2023.04.05	08:40:00	1.24823	1.24843	1.24818	1.24832	360	0	4
2023.04.05	08:45:00	1.24833	1.24863	1.24830	1.24849	487	0	4
2023.04.05	08:50:00	1.24848	1.24859	1.24832	1.24848	795	0	4
2023.04.05	08:55:00	1.24847	1.24953	1.24847	1.24922	670	0	3
2023.04.05	09:00:00	1.24923	1.24933	1.24878	1.24880	524	0	4
2023.04.05	09:05:00	1.24880	1.24889	1.24845	1.24851	520	0	4
2023.04.05	09:10:00	1.24852	1.24890	1.24819	1.24886	782	0	4
2023.04.05	09:15:00	1.24882	1.24915	1.24864	1.24914	592	0	4
2023.04.05	09:20:00	1.24914	1.24914	1.24843	1.24893	676	0	4
2023.04.05	09:25:00	1.24893	1.24893	1.24849	1.24849	413	0	4
2023.04.05	09:30:00	1.24849	1.24880	1.24818	1.24854	528	0	4
2023.04.05	09:35:00	1.24853	1.24877	1.24829	1.24840	412	0	4
2023.04.05	09:40:00	1.24835	1.24843	1.24794	1.24832	627	0	4
2023.04.05	09:45:00	1.24832	1.24873	1.24821	1.24872	446	0	4
2023.04.05	09:50:00	1.24872	1.24889	1.24862	1.24876	430	0	4
2023.04.05	09:55:00	1.24876	1.24879	1.24824	1.24840	458	0	4
2023.04.05	10:00:00	1.24841	1.24975	1.24839	1.24975	563	0	4
2023.04.05	10:05:00	1.24975	1.25061	1.24964	1.25054	545	0	3
2023.04.05	10:10:00	1.25053	1.25120	1.25033	1.25107	545	0	4
2023.04.05	10:15:00	1.25107	1.25117	1.25072	1.25110	556	0	4
2023.04.05	10:20:00	1.25107	1.25144	1.25081	1.25124	449	0	4
2023.04.05	10:25:00	1.25124	1.25128	1.25057	1.25087	518	0	4
2023.04.05	10:30:00	1.25086	1.25098	1.25050	1.25073	394	0	3
2023.04.05	10:35:00	1.25073	1.25073	1.24999	1.25001	344	0	4
2023.04.05	10:40:00	1.25002	1.25002	1.24909	1.24931	761	0	4
2023.04.05	10:45:00	1.24931	1.24972	1.24918	1.24954	642	0	4
2023.04.05	10:50:00	1.24955	1.24984	1.24935	1.24943	689	0	4
2023.04.05	10:55:00	1.24943	1.24980	1.24862	1.24867	788	0	4
2023.04.05	11:00:00	1.24866	1.24874	1.24754	1.24783	948	0	3
2023.04.05	11:05:00	1.24783	1.24886	1.24781	1.24811	732	0	4
2023.04.05	11:10:00	1.24810	1.24811	1.24756	1.24787	607	0	4
2023.04.05	11:15:00	1.24787	1.24843	1.24781	1.24836	626	0	4
2023.04.05	11:20:00	1.24829	1.24848	1.24789	1.24828	757	0	4
2023.04.05	11:25:00	1.24828	1.24830	1.24778	1.24806	476	0	4
2023.04.05	11:30:00	1.24805	1.24873	1.24775	1.24861	767	0	4
2023.04.05	11:35:00	1.24860	1.24867	1.24785	1.24799	586	0	4
